,parcel,abstrprd,livearea,finbsmnt,basement,yrbuilt,totunits,stories,nocars,numbdrm,numbaths,sprice,deduct,netprice,tasp,smonth,syear,condition_AVG,condition_Excel,condition_Fair,condition_Good,condition_VGood,quality_A,quality_B,quality_C,quality_D,quality_X,gartype_Att,gartype_Att/Det,gartype_CP,gartype_Det,gartype_None,gartype_att/CP,gartype_det/CP,arcstyle_BI-LEVEL,arcstyle_CONVERSIONS,arcstyle_END UNIT,arcstyle_MIDDLE UNIT,arcstyle_ONE AND HALF-STORY,arcstyle_ONE-STORY,arcstyle_SPLIT LEVEL,arcstyle_THREE-STORY,arcstyle_TRI-LEVEL,arcstyle_TRI-LEVEL WITH BASEMENT,arcstyle_TWO AND HALF-STORY,arcstyle_TWO-STORY,qualified_Q,qualified_U,status_I,status_V,before1980
96,00141-53-009-000,1112,1749,0,731,2010,1,2,2,3,3,650000,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
97,00141-53-009-000,1112,1749,0,731,2010,1,2,2,3,3,185000,0,185000,185000,7,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
98,00141-53-010-000,1112,1731,0,0,2010,1,2,2,4,3,650000,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
99,00141-53-010-000,1112,1731,0,0,2010,1,2,2,4,3,165500,0,165500,165500,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
100,00141-53-011-000,1112,1420,0,0,2010,1,2,2,3,3,650000,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
101,00141-53-011-000,1112,1420,0,0,2010,1,2,2,3,3,159800,0,159800,159800,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
102,00141-53-012-000,1112,1237,0,655,2010,1,2,2,2,3,650000,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
103,00141-53-012-000,1112,1237,0,655,2010,1,2,2,2,3,160000,0,160000,160000,3,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
104,00141-53-013-000,1112,1731,0,0,2010,1,2,2,3,3,650000,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
105,00141-53-013-000,1112,1731,0,0,2010,1,2,2,3,3,176000,0,176000,176000,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
106,00141-53-014-000,1112,1731,537,731,2011,1,2,2,3,4,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
107,00141-53-014-000,1112,1731,537,731,2011,1,2,2,3,4,213500,0,213500,213500,9,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
108,00141-53-015-000,1112,947,639,947,2010,1,1,1,2,3,264000,0,264000,264000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
109,00141-53-015-000,1112,947,639,947,2010,1,1,1,2,3,160000,0,160000,160000,4,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
110,00141-53-016-000,1112,1743,0,731,2010,1,2,2,3,3,650000,0,650000,650000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
111,00141-53-016-000,1112,1743,0,731,2010,1,2,2,3,3,186300,0,186300,186300,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
112,00141-53-017-000,1112,1420,0,0,2010,1,2,2,3,3,264000,0,264000,264000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
113,00141-53-017-000,1112,1420,0,0,2010,1,2,2,3,3,155600,0,155600,155600,5,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
114,00141-53-018-000,1112,1743,0,0,2010,1,2,2,3,3,264000,0,264000,264000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
115,00141-53-018-000,1112,1743,0,0,2010,1,2,2,3,3,204000,0,204000,204000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
116,00141-53-019-000,1112,1420,0,0,2010,1,2,2,3,3,48000,0,48000,48000,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
117,00141-53-019-000,1112,1420,0,0,2010,1,2,2,3,3,177100,0,177100,177100,2,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
118,00141-53-020-000,1112,1739,0,731,2011,1,2,2,3,3,48000,0,48000,48000,11,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
119,00141-53-020-000,1112,1739,0,731,2011,1,2,2,3,3,190900,0,190900,190900,6,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
120,00141-53-021-000,1112,1432,0,0,2011,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
121,00141-53-021-000,1112,1432,0,0,2011,1,2,2,2,3,164200,0,164200,164200,10,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
122,00141-53-022-000,1112,1731,0,731,2011,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
123,00141-53-022-000,1112,1731,0,731,2011,1,2,2,3,3,185200,0,185200,185200,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
124,00141-53-023-000,1112,1731,372,731,2010,1,2,2,3,4,264000,0,264000,264000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
125,00141-53-023-000,1112,1731,372,731,2010,1,2,2,3,4,196200,0,196200,196200,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
126,00141-53-024-000,1112,1491,0,0,2011,1,2,2,3,3,195200,0,195200,195200,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
127,00141-53-025-000,1112,1731,0,731,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
128,00141-53-026-000,1112,1432,0,0,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
129,00141-53-027-000,1112,1743,0,0,2010,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
130,00141-53-027-000,1112,1743,0,0,2010,1,2,2,3,3,185000,0,185000,185000,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
131,00141-53-028-000,1112,1420,0,0,2011,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
132,00141-53-028-000,1112,1420,0,0,2011,1,2,2,2,3,166000,0,166000,166000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
133,00141-53-029-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
134,00141-53-030-000,1112,1743,0,731,2011,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
135,00141-53-030-000,1112,1743,0,731,2011,1,2,2,3,3,220000,0,220000,220000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
136,00141-54-001-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
137,00141-54-001-000,1112,1743,0,0,2012,1,2,2,3,3,202600,4000,198600,198600,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
138,00141-54-002-000,1112,1731,537,731,2012,1,2,2,4,4,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
139,00141-54-003-000,1112,1731,0,731,2011,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
140,00141-54-003-000,1112,1731,0,731,2011,1,2,2,4,3,192900,0,192900,192900,11,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
141,00141-54-004-000,1112,1731,537,731,2012,1,2,2,3,4,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
142,00141-54-005-000,1112,1420,0,655,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
143,00141-54-005-000,1112,1420,0,655,2012,1,2,2,2,3,182900,0,182900,182900,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
144,00141-54-006-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
145,00141-54-006-000,1112,1743,0,0,2012,1,2,2,3,3,180400,0,180400,180400,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
146,00141-54-007-000,1112,1731,658,731,2012,1,2,2,3,4,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
147,00141-54-007-000,1112,1731,658,731,2012,1,2,2,3,4,221100,4000,217100,217100,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
148,00141-54-008-000,1112,1731,0,731,2012,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
149,00141-54-008-000,1112,1731,0,731,2012,1,2,2,4,3,192700,0,192700,192700,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
150,00141-54-009-000,1112,1371,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
151,00141-54-010-000,1112,1432,0,667,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
152,00141-54-011-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
153,00141-54-012-000,1112,1504,0,731,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
154,00141-54-013-000,1112,1420,0,655,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
155,00141-54-014-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
156,00141-54-015-000,1112,1420,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
157,00141-54-016-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
158,00141-54-017-000,1112,1420,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
159,00141-54-018-000,1112,1432,0,0,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
160,00141-54-018-000,1112,1432,0,0,2012,1,2,2,2,3,187700,4000,183700,183700,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
161,00141-55-001-000,1112,1743,537,731,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
162,00141-55-002-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
163,00141-55-003-000,1112,1456,0,0,2012,1,1,2,2,2,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
164,00141-55-004-000,1112,1432,0,0,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
165,00141-55-005-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
166,00141-55-006-000,1112,1420,0,0,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
167,00141-55-007-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
168,00141-55-008-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
169,00141-55-009-000,1112,1432,0,655,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
170,00141-55-010-000,1112,1731,0,0,2012,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
171,00141-55-011-000,1112,1420,0,655,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
172,00141-56-001-000,1112,1731,0,731,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
173,00141-56-002-000,1112,1432,0,655,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
174,00141-56-003-000,1112,1731,0,731,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
175,00141-56-004-000,1112,1432,0,655,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
176,00141-56-005-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
177,00141-56-006-000,1112,1420,0,655,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
178,00141-57-001-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
179,00141-57-001-000,1112,1743,0,0,2012,1,2,2,3,3,178400,0,178400,178400,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
180,00141-57-002-000,1112,1743,0,731,2011,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
181,00141-57-002-000,1112,1743,0,731,2011,1,2,2,3,3,184800,0,184800,184800,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
182,00141-57-003-000,1112,1420,0,655,2012,1,2,2,2,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
183,00141-57-004-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
184,00141-57-005-000,1112,1504,0,0,2011,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
185,00141-57-005-000,1112,1504,0,0,2011,1,2,2,3,3,165600,0,165600,165600,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
186,00141-57-006-000,1112,1743,0,0,2012,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
187,00141-57-007-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
188,00141-57-008-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
189,00141-57-009-000,1112,1743,0,0,2012,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
190,00141-57-009-000,1112,1743,0,0,2012,1,2,2,4,3,197300,0,197300,197300,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
191,00141-57-010-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
192,00141-57-010-000,1112,1731,0,0,2012,1,2,2,3,3,174700,0,174700,174700,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
193,00141-57-011-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
194,00141-57-011-000,1112,1731,0,0,2012,1,2,2,3,3,164100,0,164100,164100,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
195,00141-57-012-000,1112,1731,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
196,00141-57-013-000,1112,1743,0,731,2012,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
197,00141-58-001-000,1112,1743,0,0,2011,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
198,00141-58-001-000,1112,1743,0,0,2011,1,2,2,3,3,190000,0,190000,190000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
199,00141-58-002-000,1112,1743,401,731,2012,1,2,2,3,4,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
200,00141-58-002-000,1112,1743,401,731,2012,1,2,2,3,4,206800,0,206800,206800,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
201,00141-58-003-000,1112,1731,0,0,2012,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
202,00141-58-004-000,1112,1731,0,0,2012,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
203,00141-58-005-000,1112,1731,0,731,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
204,00141-58-006-000,1112,1432,422,655,2012,1,2,2,2,4,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
205,00141-58-007-000,1112,1731,0,731,2012,1,2,2,4,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
206,00141-58-007-000,1112,1731,0,731,2012,1,2,2,4,3,200300,0,200300,200300,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
207,00141-58-008-000,1112,1743,0,0,2012,1,2,2,3,3,17113000,0,17113000,17113000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
208,00141-58-008-000,1112,1743,0,0,2012,1,2,2,3,3,174400,0,174400,174400,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
