,parcel,nbhd,abstrprd,livearea,finbsmnt,basement,yrbuilt,condition,quality,totunits,stories,gartype,nocars,xtraffic,floorlvl,numbdrm,numbaths,arcstyle,sprice,deduct,netprice,tasp,smonth,syear,qualified,status
7705,02283-17-125-125,237,1130,584,0,0,2007,AVG,B,1,1,None,0,,2.0,1,1,MIDDLE UNIT,190000,0,190000,200114,5,2011,Q,I
7706,02283-17-140-140,237,1130,1125,0,0,2007,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,382500,0,382500,388765,2,2012,Q,I
7707,02283-19-004-000,237,1112,2178,649,1155,1908,Good,C,1,2,Det,2,,,3,4,TWO-STORY,220000,0,220000,220000,5,2011,U,I
7708,02283-19-006-000,237,1112,1044,0,230,1886,Good,C,1,1,Det,2,,,2,2,ONE-STORY,290000,3500,286500,286500,6,2011,Q,I
7709,02283-19-006-000,237,1112,1044,0,230,1886,Good,C,1,1,Det,2,,,2,2,ONE-STORY,184400,0,184400,184400,1,2011,U,I
7710,02283-19-015-000,237,1112,1490,0,0,1900,VGood,C,1,1,None,0,,,4,2,ONE-STORY,400000,0,400000,400000,6,2012,U,I
7711,02283-19-030-000,237,1112,718,0,0,1885,Good,C,1,1,Det,1,,,2,1,ONE-STORY,270000,0,270000,270000,7,2011,U,I
7712,02283-19-030-000,237,1112,718,0,0,1885,Good,C,1,1,Det,1,,,2,1,ONE-STORY,250000,0,250000,250000,12,2010,U,I
7713,02283-19-031-000,237,1112,840,0,0,1884,AVG,C,1,1,None,0,,,2,1,ONE-STORY,250000,0,250000,250000,12,2010,U,I
7714,02283-19-037-000,237,1114,1572,0,0,2011,AVG,B,1,3,Det,2,,,2,3,END UNIT,499000,2800,496200,498080,4,2012,U,I
7715,02283-19-038-000,237,1114,1666,0,0,2011,AVG,B,1,3,Det,2,,,2,3,END UNIT,489000,0,489000,489926,5,2012,Q,I
7716,02283-19-039-000,237,1114,1572,0,0,2011,AVG,B,1,3,Det,2,,,2,3,END UNIT,497000,4000,493000,494867,4,2012,Q,I
7717,02283-19-040-000,237,1114,1666,0,0,2011,AVG,B,1,3,Det,2,,,2,3,END UNIT,489000,0,489000,489926,5,2012,Q,I
7718,02283-20-010-000,237,1112,1940,0,0,2003,Good,C,1,2,Det,3,,,3,3,TWO-STORY,538000,0,538000,538000,8,2010,Q,I
7719,02283-20-044-044,237,1130,1552,0,0,2007,AVG,B,1,2,None,0,,1.0,2,2,MIDDLE UNIT,310000,0,310000,310000,8,2010,Q,I
7720,02283-20-048-048,237,1130,1869,0,0,2007,AVG,B,1,2,None,0,,3.0,3,3,END UNIT,485000,1685,483315,483315,6,2012,Q,I
7721,02283-20-051-051,237,1130,1535,0,0,2007,AVG,B,1,2,None,0,,3.0,2,2,MIDDLE UNIT,360000,0,360000,384245,7,2010,Q,I
7722,02283-21-038-038,237,1130,794,0,0,1896,AVG,B,1,1,None,0,,,1,1,MIDDLE UNIT,192000,0,192000,200995,2,2011,Q,I
7723,02283-21-041-041,237,1130,1058,0,0,2000,AVG,B,1,1,None,0,,1.0,2,1,END UNIT,244500,7200,237300,237300,1,2011,Q,I
7724,02283-21-052-052,237,1130,1455,0,0,2000,AVG,B,1,2,None,0,,2.0,2,3,MIDDLE UNIT,322500,0,322500,322500,1,2012,Q,I
7725,02283-21-059-059,237,1130,926,0,0,2000,AVG,B,1,1,None,0,,,0,1,MIDDLE UNIT,120000,0,120000,120000,7,2011,U,I
7726,02283-22-027-000,237,1112,836,0,396,1900,AVG,C,1,1,None,0,,,2,1,ONE-STORY,190000,0,190000,190000,5,2012,U,I
7727,02283-23-043-043,237,1130,1140,0,0,2007,AVG,B,1,1,None,0,,2.0,2,2,MIDDLE UNIT,330000,3500,326500,335859,11,2011,Q,I
7728,02283-23-044-044,237,1130,1140,0,0,2007,AVG,B,1,1,None,0,,2.0,2,2,END UNIT,355000,5000,350000,350000,6,2012,Q,I
7729,02283-23-047-047,237,1130,1050,0,0,2007,AVG,B,1,1,None,0,,3.0,1,1,MIDDLE UNIT,315000,0,315000,320160,2,2012,Q,I
7730,02283-23-048-048,237,1130,1191,0,0,2007,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,381400,0,381400,384524,4,2012,Q,I
7731,02283-23-048-048,237,1130,1191,0,0,2007,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,355000,0,355000,355000,3,2011,U,I
7732,02283-23-049-049,237,1130,1191,0,0,2007,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,330000,5700,324300,348204,12,2010,Q,I
7733,02283-23-051-051,237,1130,1140,0,0,2007,AVG,B,1,1,None,0,,3.0,2,2,MIDDLE UNIT,329000,4000,325000,342301,5,2011,Q,I
7734,02283-23-057-057,237,1130,1191,0,0,2007,AVG,B,1,1,None,0,,4.0,2,2,END UNIT,343000,0,343000,352832,11,2011,Q,I
7735,02283-23-057-057,237,1130,1191,0,0,2007,AVG,B,1,1,None,0,,4.0,2,2,END UNIT,320000,0,320000,320000,9,2010,U,I
7736,02283-24-032-000,237,1114,3169,965,1016,2004,AVG,B,1,3,Det,4,,,2,4,END UNIT,1050000,0,1050000,1051989,5,2012,U,I
7737,02283-25-042-042,237,1130,1270,0,0,2004,AVG,B,1,1,None,0,,3.0,3,2,END UNIT,300000,0,300000,317569,10,2010,Q,I
7738,02283-25-047-047,237,1130,1314,0,0,2004,AVG,B,1,1,None,0,,3.0,2,2,END UNIT,352500,0,352500,355597,3,2012,Q,I
7739,02283-25-055-055,237,1130,1170,0,0,2004,AVG,B,1,1,None,0,,4.0,2,2,MIDDLE UNIT,312000,0,312000,318395,11,2011,Q,I
7740,02283-25-056-056,237,1130,950,0,0,2004,AVG,B,1,1,None,0,,4.0,2,2,MIDDLE UNIT,270000,0,270000,270791,5,2012,Q,I
7741,02283-25-058-058,237,1130,950,0,0,2004,AVG,B,1,1,None,0,,4.0,2,2,MIDDLE UNIT,267500,0,267500,269067,4,2012,Q,I
7742,02283-25-063-063,237,1130,1234,0,0,2004,AVG,B,1,1,None,0,,4.0,2,2,MIDDLE UNIT,310000,0,310000,318170,9,2011,Q,I
7743,02291-01-001-000,234,1112,1920,0,0,1890,Good,C,1,2,Det,2,,,3,2,TWO-STORY,102425,0,102425,102425,10,2011,U,I
7744,02291-02-015-000,234,1112,969,150,500,1908,Good,C,1,1,Det,2,,,2,1,ONE-STORY,295000,5757,289243,289243,5,2012,Q,I
7745,02291-04-003-000,234,1112,938,891,938,1911,Good,C,1,1,Det,2,,,2,2,ONE-STORY,305000,0,305000,305000,11,2011,Q,I
7746,02291-04-003-000,234,1112,938,891,938,1911,Good,C,1,1,Det,2,,,2,2,ONE-STORY,180000,0,180000,180000,7,2011,U,I
7747,02291-04-007-000,234,1112,803,550,690,1922,Good,C,1,1,Det,2,,,2,2,ONE-STORY,205000,0,205000,205000,4,2012,U,I
7748,02291-04-010-000,234,1112,1953,833,1098,1908,VGood,C,1,2,Det,2,,,4,4,ONE AND HALF-STORY,519900,1200,518700,518700,7,2011,Q,I
7749,02291-04-010-000,234,1112,1953,833,1098,1908,VGood,C,1,2,Det,2,,,4,4,ONE AND HALF-STORY,286000,0,286000,286000,2,2011,U,I
7750,02291-04-012-000,234,1112,997,0,361,1908,AVG,C,1,1,None,0,,,2,2,ONE-STORY,237000,5000,232000,232000,10,2011,Q,I
7751,02291-04-030-000,234,1114,2456,0,0,2012,AVG,B,1,3,Det,2,,,3,4,END UNIT,225000,0,225000,225000,8,2011,U,V
7752,02291-04-031-000,234,1114,2410,0,0,2012,AVG,B,1,3,Det,3,,,3,4,END UNIT,225000,0,225000,225000,8,2011,U,V
7753,02291-05-008-000,234,1112,2156,0,368,1890,Good,C,1,2,Det,2,,,3,2,ONE AND HALF-STORY,485000,0,485000,485000,6,2012,Q,I
7754,02291-06-008-000,234,1112,2033,920,1023,1909,Good,C,1,2,Det,2,,,3,4,TWO-STORY,468000,9850,458150,458150,8,2010,Q,I
7755,02291-06-033-000,234,1112,1973,0,380,1890,AVG,C,1,2,None,0,,,4,2,TWO-STORY,263900,7386,256514,256514,10,2010,Q,I
7756,02291-08-001-000,234,1112,1000,349,437,1905,Good,C,1,1,Det,3,,,2,1,ONE-STORY,329000,785,328215,328215,5,2012,Q,I
7757,02291-08-007-000,234,1112,2247,0,0,1890,AVG,C,1,2,Det,2,,,2,2,ONE AND HALF-STORY,181000,0,181000,181000,2,2011,U,I
7758,02291-09-001-000,234,1112,1208,0,272,1910,Good,C,1,2,None,0,,,2,1,TWO-STORY,305000,475,304525,304525,7,2011,Q,I
7759,02291-09-002-000,234,1112,1139,0,675,1910,Good,C,1,2,None,0,,,2,2,ONE AND HALF-STORY,325000,0,325000,325000,6,2011,Q,I
7760,02291-09-004-000,234,1112,858,300,848,1910,Good,C,1,1,None,0,,,2,1,ONE-STORY,284000,1500,282500,282500,3,2012,Q,I
7761,02291-09-012-000,234,1112,1361,0,539,1885,Good,C,1,2,Det,2,,,3,2,TWO-STORY,392000,0,392000,392000,4,2011,Q,I
7762,02291-09-017-000,234,1112,1359,0,110,1885,Good,C,1,2,Det,1,,,3,3,TWO-STORY,349000,0,349000,349000,1,2011,Q,I
7763,02291-09-017-000,234,1112,1359,0,110,1885,Good,C,1,2,Det,1,,,3,3,TWO-STORY,201000,0,201000,201000,8,2010,U,I
7764,02291-09-022-000,234,1112,1180,0,611,1895,Good,C,1,1,Det,5,,,3,1,ONE-STORY,367000,1000,366000,366000,6,2012,Q,I
7765,02291-10-007-000,234,1112,2084,816,1042,1903,VGood,B,1,2,Det,2,,,3,1,ONE AND HALF-STORY,538700,1900,536800,536800,6,2012,Q,I
7766,02291-10-015-000,234,1112,1102,1036,1102,1930,Good,C,1,1,Det,1,,,2,2,ONE-STORY,317000,2000,315000,315000,12,2010,Q,I
7767,02291-10-015-000,234,1112,1102,1036,1102,1930,Good,C,1,1,Det,1,,,2,2,ONE-STORY,280000,0,280000,280000,9,2010,U,I
7768,02291-11-024-000,234,1112,2630,0,746,1885,VGood,C,1,2,Det,2,,,3,2,TWO-STORY,535000,0,535000,535000,4,2011,U,I
7769,02291-11-029-000,234,1112,840,281,402,1885,Good,C,1,1,Det,2,,,2,1,ONE-STORY,279450,2500,276950,276950,2,2012,Q,I
7770,02291-12-015-000,234,1112,1583,0,215,1890,Good,C,1,2,Det,3,,,3,2,TWO-STORY,336500,6500,330000,330000,3,2011,U,I
7771,02291-12-027-000,234,1114,968,0,159,1895,AVG,C,1,2,None,0,,,2,2,MIDDLE UNIT,215000,0,215000,223967,5,2011,Q,I
7772,02291-12-033-000,234,1114,1882,1130,1189,2012,AVG,B,1,2,Att,2,,,3,4,END UNIT,92000,0,92000,92000,4,2011,Q,V
7773,02291-13-005-000,234,1112,793,0,114,1899,Good,C,1,1,None,0,,,2,1,ONE-STORY,255500,5500,250000,250000,10,2011,Q,I
7774,02291-13-021-000,234,1112,961,212,212,1900,AVG,C,1,1,None,0,,,3,1,ONE-STORY,194000,0,194000,194000,5,2012,U,I
7775,02291-13-035-000,234,1114,1268,0,307,1885,Good,C,1,2,None,0,,,3,3,END UNIT,286000,4500,281500,283306,4,2012,Q,I
7776,02291-13-036-000,234,1114,1268,0,307,1885,Good,C,1,2,None,0,,,3,3,END UNIT,275000,0,275000,275882,5,2012,Q,I
7777,02291-16-005-000,234,1112,855,0,393,1905,Good,C,1,1,None,0,,,2,1,ONE-STORY,250000,0,250000,250000,6,2012,Q,I
7778,02291-16-011-000,234,1112,1781,0,414,1905,VGood,C,1,2,Det,1,,,3,2,ONE AND HALF-STORY,461000,0,461000,461000,3,2012,Q,I
7779,02291-16-016-000,234,1112,1548,0,768,1905,Good,B,1,2,Det,1,,,3,3,TWO-STORY,445000,0,445000,445000,9,2011,Q,I
7780,02291-16-016-000,234,1112,1548,0,768,1905,Good,B,1,2,Det,1,,,3,3,TWO-STORY,264000,0,264000,264000,11,2010,U,I
7781,02291-16-025-000,234,1112,847,180,412,1905,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,249900,3400,246500,246500,12,2010,Q,I
7782,02291-17-008-000,234,1112,1124,0,0,1895,Good,C,1,1,Det,3,,,3,2,ONE-STORY,302000,0,302000,302000,5,2012,Q,I
7783,02291-17-018-000,234,1112,1600,0,327,1895,Good,C,1,2,Det,2,,,3,2,ONE AND HALF-STORY,397500,0,397500,397500,4,2012,Q,I
7784,02291-19-003-000,250,1112,1555,441,504,1905,AVG,C,1,2,Det,2,,,3,3,ONE AND HALF-STORY,262000,5000,257000,257000,5,2011,Q,I
7785,02291-19-005-000,250,1112,1684,170,842,1910,AVG,C,1,2,None,0,,,3,2,TWO-STORY,230000,2800,227200,227200,6,2011,Q,I
7786,02291-19-006-000,250,1112,2082,0,520,1901,Good,C,1,2,Det,2,,,3,2,ONE AND HALF-STORY,197000,0,197000,197000,12,2011,U,I
7787,02291-19-017-000,234,1112,1670,0,931,1902,Good,C,1,2,Det,2,,,3,2,ONE AND HALF-STORY,373000,0,373000,373000,1,2012,Q,I
7788,02291-20-007-000,234,1112,912,702,912,1955,Good,C,1,1,Det,1,,,2,2,ONE-STORY,320000,0,320000,320000,7,2010,Q,I
7789,02291-20-012-000,234,1112,2200,78,668,1906,AVG,C,1,2,Det,2,,,4,3,TWO-STORY,325000,0,325000,325000,6,2012,U,I
7790,02291-20-020-000,234,1112,916,680,916,1925,AVG,C,1,1,Det,1,,,1,2,ONE-STORY,293000,6000,287000,287000,6,2011,Q,I
7791,02291-20-033-000,234,1114,684,0,128,1911,Good,C,1,1,None,0,,,2,1,MIDDLE UNIT,160000,0,160000,160000,6,2012,Q,I
7792,02291-20-034-000,234,1114,684,0,128,1911,Good,C,1,1,None,0,,,2,1,MIDDLE UNIT,175000,1000,174000,174000,6,2012,Q,I
7793,02291-20-043-000,234,1114,560,0,0,1955,Good,C,1,1,None,0,,,2,1,MIDDLE UNIT,160000,4800,155200,159183,10,2011,Q,I
7794,02291-21-015-000,234,1112,1207,0,131,1900,Good,C,1,2,Det,1,,,2,2,ONE AND HALF-STORY,305000,4000,301000,301000,11,2011,Q,I
7795,02291-21-035-000,234,1112,714,714,714,1928,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,260930,1000,259930,259930,6,2011,U,I
7796,02291-22-011-000,234,1112,1457,0,388,1905,Good,C,1,2,Det,2,,,2,3,ONE AND HALF-STORY,430000,0,430000,430000,4,2011,Q,I
7797,02291-22-011-000,234,1112,1457,0,388,1905,Good,C,1,2,Det,2,,,2,3,ONE AND HALF-STORY,240000,0,240000,240000,9,2010,U,I
7798,02291-22-027-000,234,1112,1263,0,0,1895,Good,C,1,2,Det,2,,,2,3,TWO-STORY,380000,2000,378000,378000,6,2012,Q,I
7799,02291-22-027-000,234,1112,1263,0,0,1895,Good,C,1,2,Det,2,,,2,3,TWO-STORY,126000,0,126000,126000,4,2011,U,I
7800,02291-23-012-000,234,1112,2874,0,605,1893,Good,B,1,2,None,0,,,4,3,TWO-STORY,610000,200,609800,609800,12,2011,U,I
7801,02291-23-016-000,234,1112,922,0,148,1890,AVG,C,1,1,Det,2,,,2,1,ONE-STORY,191470,1500,189970,189970,10,2011,U,I
7802,02291-23-035-000,234,1114,548,0,0,1954,AVG,C,1,1,None,0,,,1,1,MIDDLE UNIT,109900,3297,106603,111049,5,2011,U,I
7803,02291-23-037-000,234,1114,548,0,0,1954,AVG,C,1,1,None,0,,,1,1,END UNIT,126200,3000,123200,128734,4,2011,U,I
7804,02291-23-037-000,234,1114,548,0,0,1954,AVG,C,1,1,None,0,,,1,1,END UNIT,65000,0,65000,65000,11,2010,U,I
7805,02291-24-006-000,234,1112,1050,0,773,1913,Good,C,1,1,Det,2,,,2,2,ONE-STORY,330000,0,330000,330000,7,2010,Q,I
7806,02291-24-025-000,234,1112,1586,600,1149,1915,Good,C,2,2,None,0,,,3,2,ONE AND HALF-STORY,378000,0,378000,378000,3,2012,Q,I
7807,02291-24-034-034,234,1130,530,0,0,1954,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,75000,0,75000,75000,12,2011,U,I
7808,02291-24-035-035,234,1130,530,0,0,1954,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,85000,0,85000,85000,4,2012,U,I
7809,02291-24-040-040,234,1130,530,0,0,1954,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,127500,1500,126000,126369,5,2012,Q,I
7810,02291-24-040-040,234,1130,530,0,0,1954,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,80000,0,80000,80000,6,2011,U,I
7811,02291-24-042-042,234,1130,530,0,0,1954,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,120000,0,120000,125271,3,2011,Q,I
7812,02291-25-001-000,234,1112,1114,1049,1114,1908,Good,C,1,1,Det,1,,,2,3,ONE-STORY,395000,8000,387000,387000,12,2010,Q,I
7813,02291-25-001-000,234,1112,1114,1049,1114,1908,Good,C,1,1,Det,1,,,2,3,ONE-STORY,238000,0,238000,238000,8,2010,U,I
7814,02291-25-007-000,234,1112,1242,0,780,1915,Good,C,1,1,Det,1,,,2,2,ONE-STORY,380000,1000,379000,379000,6,2012,Q,I
7815,02291-25-018-000,234,1112,1595,1109,1109,1908,AVG,C,1,1,Det,2,,,2,1,ONE-STORY,300000,0,300000,300000,5,2012,U,I
7816,02291-25-030-000,234,1112,878,800,878,1923,Good,C,1,1,Det,1,,,2,2,ONE-STORY,389900,0,389900,389900,3,2012,Q,I
7817,02291-26-007-000,234,1112,1878,0,264,1893,Good,C,1,2,None,0,,,3,2,TWO-STORY,428000,3100,424900,424900,3,2011,Q,I
7818,02291-26-019-000,234,1112,1797,496,496,1900,Good,C,1,2,Det,2,,,3,4,TWO-STORY,535000,0,535000,535000,5,2011,Q,I
7819,02291-26-019-000,234,1112,1797,496,496,1900,Good,C,1,2,Det,2,,,3,4,TWO-STORY,230000,0,230000,230000,7,2010,U,I
7820,02291-27-016-000,234,1112,1912,1056,1056,1890,Good,C,1,2,Det,2,,,3,3,TWO-STORY,529000,0,529000,529000,11,2010,Q,I
7821,02291-27-022-000,234,1112,1145,0,127,1900,Good,C,1,1,Det,10,,,2,1,ONE-STORY,252000,0,252000,252000,8,2010,U,I
7822,02291-28-008-000,234,1112,1925,0,828,1902,Good,C,1,2,None,0,,,3,2,TWO-STORY,415000,8200,406800,406800,10,2010,Q,I
7823,02291-28-011-000,234,1112,1821,475,664,1909,Good,C,1,2,Det,3,,,3,3,TWO-STORY,424929,6000,418929,418929,5,2011,Q,I
7824,02291-28-027-000,234,1114,836,334,352,1913,AVG,C,1,1,Det,1,,,2,1,END UNIT,190000,0,190000,203411,8,2010,Q,I
7825,02291-28-029-000,234,1114,672,0,139,1900,AVG,C,1,1,None,0,,,2,2,END UNIT,200000,2000,198000,200541,2,2012,Q,I
7826,02291-28-033-000,234,1114,1079,415,461,1923,Good,C,1,2,Det,1,,,2,1,END UNIT,253870,4000,249870,259490,6,2011,Q,I
7827,02291-28-036-000,234,1114,1014,400,776,1932,Good,C,1,1,Att,1,,,2,2,END UNIT,287000,0,287000,287000,8,2010,Q,I
7828,02291-30-006-000,250,1112,1007,0,336,1911,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,100000,0,100000,100000,9,2010,U,I
7829,02291-30-007-000,250,1112,2119,0,929,1909,Good,C,1,2,Det,2,,,3,3,ONE AND HALF-STORY,209000,0,209000,209000,1,2011,U,I
7830,02291-30-007-000,250,1112,2119,0,929,1909,Good,C,1,2,Det,2,,,3,3,ONE AND HALF-STORY,290500,0,290500,290500,12,2011,U,I
7831,02291-30-019-000,234,1112,998,671,959,1954,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,239000,0,239000,239000,1,2011,U,I
7832,02291-33-005-000,234,1112,1381,0,590,1890,Good,C,1,2,Det,2,,,3,2,ONE AND HALF-STORY,365000,0,365000,365000,5,2012,Q,I
7833,02291-33-039-000,234,1114,831,130,325,1910,Good,C,1,1,Det,1,,,2,1,END UNIT,245000,5000,240000,254630,11,2010,Q,I
7834,02291-33-040-000,234,1114,831,130,325,1910,Good,C,1,1,Det,1,,,2,1,END UNIT,238000,1000,237000,252207,10,2010,Q,I
7835,02291-33-042-000,234,1114,909,0,0,1910,AVG,C,1,1,None,0,,,1,1,END UNIT,156000,1000,155000,162957,2,2011,Q,I
7836,02291-34-009-000,234,1112,2146,0,259,1890,Good,C,3,2,Det,2,,,4,3,TWO-STORY,428000,0,428000,428000,7,2010,U,I
7837,02291-34-026-000,234,1114,930,0,278,1909,AVG,C,1,1,None,0,,,2,1,END UNIT,233000,2694,230306,242128,2,2011,Q,I
7838,02291-34-028-000,234,1114,930,0,330,1909,AVG,C,1,1,None,0,,,2,1,END UNIT,230000,5000,225000,232219,8,2011,Q,I
7839,02291-35-007-000,234,1112,2342,0,821,1895,VGood,B,1,2,None,0,,,4,2,ONE AND HALF-STORY,630000,0,630000,630000,5,2011,Q,I
7840,02291-36-002-000,234,1112,1491,0,449,1900,Good,C,1,2,Det,2,,,3,1,ONE AND HALF-STORY,311500,2000,309500,309500,10,2011,Q,I
7841,02291-36-031-000,234,1114,1280,0,312,1909,AVG,C,1,2,None,0,,,3,2,END UNIT,295000,5000,290000,293722,2,2012,U,I
7842,02291-36-036-000,234,1114,1078,0,605,1903,Good,C,1,2,Det,2,,,2,1,END UNIT,270000,2100,267900,273057,12,2011,Q,I
7843,02291-36-044-044,234,1130,1029,0,0,1902,AVG,B,1,2,None,0,,2.0,2,2,MIDDLE UNIT,255000,5000,250000,282274,9,2010,Q,I
7844,02291-36-052-052,234,1130,679,0,0,1902,AVG,B,1,2,None,0,,2.0,1,2,MIDDLE UNIT,170000,0,170000,191947,9,2010,Q,I
7845,02291-36-064-000,234,1114,1528,687,764,2005,AVG,C,1,2,None,0,,,3,4,END UNIT,372000,1500,370500,379622,5,2011,Q,I
7846,02291-36-068-000,234,1114,1528,727,764,2005,AVG,C,1,2,None,0,,,3,4,END UNIT,366500,0,366500,381076,9,2010,Q,I
7847,02291-36-070-000,234,1114,1086,0,0,1931,Good,C,1,1,None,0,,,2,1,END UNIT,313901,1000,312901,312901,6,2012,Q,I
7848,02292-01-010-000,238,1112,977,0,377,1907,AVG,C,1,1,None,0,,,2,2,ONE-STORY,200000,0,200000,202630,2,2012,U,I
7849,02292-02-035-000,238,1114,1469,0,0,2002,AVG,C,1,2,None,0,,,3,2,END UNIT,126100,0,126100,126100,3,2011,U,I
7850,02292-02-035-000,238,1114,1469,0,0,2002,AVG,C,1,2,None,0,,,3,2,END UNIT,110000,0,110000,110000,10,2011,U,I
7851,02292-02-037-000,238,1114,1469,0,0,2002,AVG,C,1,2,None,0,,,3,2,END UNIT,160000,0,160000,160000,2,2011,U,I
7852,02292-03-015-000,238,1112,1144,1087,1144,1925,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,285000,0,285000,305614,8,2010,Q,I
7853,02292-04-014-000,238,1112,1506,0,753,1904,Good,C,1,2,None,0,,,3,2,TWO-STORY,316000,0,316000,335739,11,2010,Q,I
7854,02292-05-015-000,238,1112,1596,0,0,1890,AVG,C,1,1,Det,2,,,3,2,ONE-STORY,315000,5000,310000,323249,5,2011,Q,I
7855,02292-06-009-000,238,1112,929,900,929,1928,Good,C,1,1,Det,1,,,2,2,ONE-STORY,365000,5750,359250,373423,6,2011,Q,I
7856,02292-06-020-000,238,1112,1306,0,96,1927,Good,C,1,1,Det,2,,,2,2,ONE-STORY,380000,0,380000,380000,6,2012,Q,I
7857,02292-06-020-000,238,1112,1306,0,96,1927,Good,C,1,1,Det,2,,,2,2,ONE-STORY,225000,0,225000,225000,3,2012,U,I
7858,02292-06-041-000,238,1114,1814,800,907,2010,AVG,B,1,2,Det,1,,,3,4,END UNIT,407400,5000,402400,407735,11,2011,Q,I
7859,02292-06-042-000,238,1114,1814,800,907,2010,AVG,B,1,2,Det,1,,,3,4,END UNIT,419000,0,419000,426142,9,2011,Q,I
7860,02292-07-014-000,238,1112,1155,880,1155,1927,AVG,C,1,1,None,0,,,2,2,ONE-STORY,335000,0,335000,335000,6,2012,Q,I
7861,02292-10-001-000,238,1112,1931,893,940,1925,AVG,B,1,2,Att,2,,,3,2,TWO-STORY,465000,1000,464000,494510,10,2010,Q,I
7862,02292-10-014-000,238,1112,1177,1050,1177,1924,AVG,B,1,1,Det,1,,,2,2,ONE-STORY,388000,0,388000,396929,11,2011,Q,I
7863,02292-10-015-000,238,1112,1053,907,1053,1922,Good,B,1,1,Det,1,,,2,2,ONE-STORY,410000,0,410000,426175,6,2011,Q,I
7864,02292-10-017-000,238,1112,933,162,421,1923,Good,C,1,1,Det,1,,,2,1,ONE-STORY,172000,0,172000,172000,2,2012,U,I
7865,02292-10-022-000,238,1112,1175,1065,1175,1915,AVG,C,1,1,Det,1,,,3,1,ONE-STORY,308000,0,308000,308000,3,2012,U,I
7866,02292-10-024-000,238,1112,1221,1221,1221,1910,AVG,C,1,1,Det,1,,,3,2,ONE-STORY,365000,0,365000,365000,6,2012,Q,I
7867,02292-10-027-000,238,1112,1118,1024,1118,1923,Good,C,1,1,Det,2,,,2,2,ONE-STORY,421000,0,421000,441762,3,2011,Q,I
7868,02292-11-001-000,238,1112,1820,499,542,1935,Good,C,1,1,Det,2,,,3,3,ONE-STORY,415000,5000,410000,424828,7,2011,Q,I
7869,02292-11-003-000,238,1112,942,676,712,1928,Good,C,1,1,Det,1,,,2,2,ONE-STORY,360000,4000,356000,358341,4,2012,Q,I
7870,02292-11-016-000,238,1112,1241,0,1056,1925,AVG,C,1,1,Det,2,,,3,1,ONE-STORY,300000,3400,296600,312202,2,2011,Q,I
7871,02292-11-017-000,238,1112,985,299,985,1925,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,324000,0,324000,330391,12,2011,Q,I
7872,02292-11-024-000,238,1112,1114,1003,1114,1925,Good,B,1,1,Det,2,,,2,2,ONE-STORY,410000,5000,405000,423641,4,2011,Q,I
7873,02292-12-001-000,238,1112,1360,0,133,1890,Good,C,1,2,None,0,,,3,2,ONE AND HALF-STORY,235000,5000,230000,244367,11,2010,Q,I
7874,02292-12-025-000,238,1112,874,845,874,1925,Good,C,1,1,Det,2,,,2,2,ONE-STORY,405000,0,405000,422310,5,2011,Q,I
7875,02292-12-031-000,238,1112,1476,0,196,1890,Good,C,1,2,Det,2,,,3,1,ONE AND HALF-STORY,377000,0,377000,377000,6,2012,Q,I
7876,02292-12-034-000,238,1114,748,0,308,1927,Good,C,1,1,Det,1,,,2,1,END UNIT,224000,3500,220500,221915,4,2012,Q,I
7877,02292-13-003-000,238,1112,775,300,775,1923,Good,C,1,1,Det,1,,,2,1,ONE-STORY,315500,6000,309500,311535,4,2012,Q,I
7878,02292-13-011-000,238,1112,845,110,845,1908,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,311000,0,311000,311000,6,2012,U,I
7879,02292-13-022-000,238,1112,894,0,894,1912,AVG,C,1,1,Det,2,,,2,1,ONE-STORY,235000,0,235000,249680,11,2010,Q,I
7880,02292-14-001-000,238,1112,1126,1070,1126,1953,Good,C,1,1,Det,2,,,3,2,ONE-STORY,348000,10104,337896,350116,7,2011,Q,I
7881,02292-14-010-000,238,1112,931,931,931,1930,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,344000,2500,341500,351605,9,2011,Q,I
7882,02292-14-013-000,238,1112,1093,1093,1093,1956,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,332000,0,332000,334183,4,2012,Q,I
7883,02292-14-014-000,238,1112,1047,1047,1047,1929,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,290000,0,290000,290000,5,2011,U,I
